Date generated,SKU,MFR,BH-Code,Name,BH Special Price,BH Price,BH Type of Sell,BH Price Rebate,BH Date Rebate,EA Special Price,EA Price,EA Price Rebate,EA Date Rebate,Type of sell to upload,Special Price to Upload,Price To Upload,Rebate to Upload,Date Rebate to Upload
Apr 15 2013 09:12:03,'018208918379,'25468,'NID7000-REG,"""Nikon D7000 SLR Digital Camera (Body Only)""",896.95,996.95,rebate,100.0,2013-04-27,,886.95,,,normal,,886.95,,,Photography,DSLR Cameras,Nikon D7000
Apr 15 2013 09:12:08,'013803129113,'4460B004,'CAE60D18135-REG,"""Canon EOS 60D DSLR Camera Kit with Canon EF-S 18-135mm IS Lens""",979.0,1199.0,incar-rebate,200.0,2013-04-27,979.0,1199.0,,,incar-rebate,979.0,1199.0,200.0,2013-04-27,Photography,DSLR Cameras,Canon EOS 60D
Apr 15 2013 09:12:19,'018208254804,'25480,'NID800VK-REG,"""Nikon D800 Digital SLR Camera Video Kit""",2796.95,2996.95,rebate,200.0,2013-04-27,,2786.95,,,normal,,2786.95,,,Photography,DSLR Cameras,Nikon D800
Apr 15 2013 09:12:40,'018208919673,'25474,'NID700018105-REG,"""Nikon D7000 DSLR Camera Kit with Nikon 18-105mm DX VR Lens""",1196.95,1296.95,rebate,100.0,2013-04-27,,1186.95,,,normal,,1186.95,,,Photography,DSLR Cameras,Nikon D7000
Apr 15 2013 09:13:04,'018208254767,'25476,'NID5100-REG,"""Nikon D5100 Digital SLR Camera (Body Only)""",496.95,596.95,rebate,100.0,2013-04-27,,486.95,,,normal,,486.95,,,Photography,DSLR Cameras,Nikon D5100
Apr 15 2013 09:13:07,'013803129175,'4460B016,'CAE60D18200-REG,"""Canon EOS 60D DSLR Camera Kit with Canon EF-S 18-200mm IS Lens""",1069.0,1299.0,incar-rebate,200.0,2013-04-27,1069.0,1299.0,,,incar-rebate,1069.0,1299.0,200.0,2013-04-27,Photography,DSLR Cameras,Canon EOS 60D
Apr 15 2013 09:13:17,'018208254965,'25496,'NID32001855R-REG,"""Nikon D3200 Digital SLR Camera With AF-S DX NIKKOR 18-55mm 1:3.5-5.6G VR Lens (Red)""",596.95,696.95,rebate,100.0,2013-04-27,,586.95,,,normal,,586.95,,,Photography,DSLR Cameras,Nikon D3200
Apr 15 2013 09:13:22,'013803117530,'3814B010,'CAE7D28135-REG,"""Canon EOS 7D SLR Digital Camera with 28-135mm f/3.5-5.6 IS USM Lens""",1449.0,1699.0,incar-rebate,200.0,2013-04-27,1449.0,1699.0,,,incar-rebate,1449.0,1699.0,200.0,2013-04-27,Photography,DSLR Cameras,Canon EOS 7D
Apr 15 2013 09:14:34,' 018208131877,'13187,'NID6002485-REG,"""Nikon D600 Digital Camera with 24-85mm f/3.5-4.5G ED VR Lens""",2496.95,2696.95,rebate,200.0,2013-04-27,,2486.95,,,normal,,2486.95,,,Photography,DSLR Cameras,Nikon D600
Apr 15 2013 09:14:52,'018208275458,'27547,'NI1J11030W-REG,"""Nikon 1 J1 Mirrorless Digital Camera with 10-30mm / 30-110mm Lens (White)""",496.95,746.95,rebate,250.0,2013-04-27,,486.95,,,normal,,486.95,,,Photography,Mirrorless System Cameras,Nikon 1 J1
Apr 15 2013 09:15:57,'018208254644,'25464,'NID300S-REG,"""Nikon D300s SLR Digital Camera (Body Only)""",1696.95,1696.95,normal,,,,1686.95,,,normal,,1686.95,,,Photography,DSLR Cameras,Nikon D300s
Apr 15 2013 09:16:03,'013803117554,'3814B016,'CAE7D18135K-REG,"""Canon EOS 7D SLR Digital Camera with 18-135mm IS Lens""",1549.0,1999.0,incar-rebate,200.0,2013-04-27,1549.0,1999.0,,,incar-rebate,1549.0,1999.0,200.0,2013-04-27,Photography,DSLR Cameras,Canon EOS 7D
Apr 15 2013 09:17:40,'018208915705,'25446,'NID90-REG,"""Nikon D90 SLR Digital Camera (Body Only)""",782.99,782.99,normal,,,,772.99,,,normal,,772.99,,,Photography,DSLR Cameras,Nikon D90
Apr 15 2013 09:20:09,'013803117554,'3814B016,'CAE7D18135K-REG,"""Canon EOS 7D SLR Digital Camera with 18-135mm IS Lens""",1549.0,1999.0,incar-rebate,200.0,2013-04-27,1549.0,1999.0,,,incar-rebate,1549.0,1999.0,200.0,2013-04-27,Photography,DSLR Cameras,Canon EOS 7D
Apr 15 2013 09:20:11,'013803117530,'3814B010,'CAE7D28135Q-REG,"""Canon EOS 7D DSLR Camera with Canon EF 28-135mm f/3.5-5.6 IS USM Lens Kit""",1449.0,1799.0,incar-rebate,200.0,2013-04-27,1449.0,1699.0,,,incar-rebate,1449.0,1799.0,200.0,2013-04-27,Photography,DSLR Cameras,Canon EOS 7D
Apr 15 2013 09:23:54,'018208914425,'25442,'NID3X-REG,"""Nikon D3x SLR Digital Camera (Body Only)""",6699.0,6699.0,normal,,,,6689.0,,,normal,,6689.0,,,Photography,DSLR Cameras,Nikon D3x
Apr 15 2013 09:39:02,'013803134162,'5175B002,'CA247028LII-USA,"""Canon EF 24-70mm f/2.8L II USM Zoom Lens""",2049.0,2299.0,incar-rebate,200.0,2013-04-27,2049.0,2299.0,,,incar-rebate,2049.0,2299.0,200.0,2013-04-27,Photography,SLR Lenses,Canon 5175B002
Apr 15 2013 09:39:05,'082966213014,'2515A003,'CA5014EF-USA,"""Canon EF 50mm f/1.4 USM Autofocus Lens""",339.0,399.99,incar-rebate,50.0,2013-04-27,339.0,399.99,,,incar-rebate,339.0,399.99,50.0,2013-04-27,Photography,SLR Lenses,Canon 2515A003
Apr 15 2013 09:39:07,'013803092776,'2751B002,'CA7020028LIQ-USA,"""Canon EF 70-200mm f/2.8L IS II USM Telephoto Zoom Lens""",2099.0,2499.0,incar-rebate,300.0,2013-04-27,2128.0,2499.0,,,incar-rebate,2099.0,2499.0,300.0,2013-04-27,Photography,SLR Lenses,Canon 2751B002
Apr 15 2013 09:39:27,'082966212901,'2519A003,'CA8518EF-USA,"""Canon 85mm f/1.8 EF USM Autofocus Lens""",359.0,419.0,incar-rebate,50.0,2013-04-27,359.0,419.0,,,incar-rebate,359.0,419.0,50.0,2013-04-27,Photography,SLR Lenses,Canon 2519A003
Apr 15 2013 09:39:31,'013803078596,'1910B002,'CA163528LEF2-USA,"""Canon EF 16-35mm f/2.8L II USM Autofocus Lens""",1429.0,1699.0,incar-rebate,200.0,2013-04-27,1459.0,1699.0,,,incar-rebate,1429.0,1699.0,200.0,2013-04-27,Photography,SLR Lenses,Canon 1910B002
Apr 15 2013 09:39:35,'MA5071973888,'2514A002,'CA5018EF2-USA,"""Canon EF 50mm f/1.8 II Autofocus Lens""",109.0,125.0,incar-rebate,15.0,2013-04-27,109.0,125.0,,,incar-rebate,109.0,125.0,15.0,2013-04-27,Photography,SLR Lenses,Canon 2514A002
Apr 15 2013 09:39:41,'MA8042958793,'8806A002,'CA17404LEF-USA,"""Canon EF 17-40mm f/4L USM Lens""",699.0,839.99,incar-rebate,100.0,2013-04-27,699.0,839.99,,,incar-rebate,699.0,839.99,100.0,2013-04-27,Photography,SLR Lenses,Canon 8806A002
Apr 15 2013 09:39:49,'013803064551,'1257B002,'CA5012LEF-USA,"""Canon Normal EF 50mm f/1.2L USM Autofocus Lens""",1369.0,1619.0,incar-rebate,180.0,2013-04-27,1399.0,1619.0,,,incar-rebate,1369.0,1619.0,180.0,2013-04-27,Photography,SLR Lenses,Canon 1257B002
Apr 15 2013 09:39:50,'082966214074,'6473A003,'CA753004EF3-USA,"""Canon 75-300mm f/4.0-5.6 III Autofocus Lens""",149.0,199.99,incar,,,149.95,199.99,,,incar,149.0,199.99,,,Photography,SLR Lenses,Canon 6473A003
Apr 15 2013 09:40:04,'082966214028,'2512A002,'CA3514LEF-USA,"""Canon EF 35mm f/1.4L USM Wide-Angle Autofocus Lens""",1259.0,1479.0,incar-rebate,150.0,2013-04-27,1269.0,1479.0,,,incar-rebate,1259.0,1479.0,150.0,2013-04-27,Photography,SLR Lenses,Canon 2512A002
Apr 15 2013 09:40:15,'013803064056,'1056B002,'CA8512LEF2-USA,"""Canon EF 85mm f/1.2L II USM Autofocus Lens""",1949.0,2199.0,incar-rebate,200.0,2013-04-27,1989.0,2199.0,,,incar-rebate,1949.0,2199.0,200.0,2013-04-27,Photography,SLR Lenses,Canon 1056B002
Apr 15 2013 09:40:30,'013803122275,'4427B002,'CA8154L-USA,"""Canon EF 8-15mm f/4L Fisheye USM Ultra-Wide Zoom Lens""",1279.0,1499.0,incar-rebate,150.0,2013-04-27,1299.0,1499.0,,,incar-rebate,1279.0,1499.0,150.0,2013-04-27,Photography,SLR Lenses,Canon 4427B002
Apr 15 2013 09:40:34,'013803043099,'9518A002,'CA102235EF-USA,"""Canon EF-S 10-22mm f/3.5-4.5 USM Autofocus Lens""",719.0,859.0,incar-rebate,100.0,2013-04-27,719.0,859.0,,,incar-rebate,719.0,859.0,100.0,2013-04-27,Photography,SLR Lenses,Canon 9518A002
Apr 15 2013 09:40:42,'013803064445,'1242B002,'CA175528IS-USA,"""Canon EF-S 17-55mm f/2.8 IS USM Zoom Lens""",999.0,1179.0,incar-rebate,120.0,2013-04-27,1019.0,1179.0,,,incar-rebate,999.0,1179.0,120.0,2013-04-27,Photography,SLR Lenses,Canon 1242B002
Apr 15 2013 09:40:57,'082966213151,'2569A004,'CA7020028LEF-USA,"""Canon EF 70-200mm f/2.8L USM Telephoto Zoom Lens""",1249.0,1449.0,incar-rebate,150.0,2013-04-27,1318.0,1449.0,,,incar-rebate,1249.0,1449.0,150.0,2013-04-27,Photography,SLR Lenses,Canon 2569A004
Apr 15 2013 09:41:26,'082966203022,'2526A004,'CA40056LEF-USA,"""Canon EF 400mm f/5.6L USM Autofocus Lens""",1179.0,1339.0,incar-rebate,120.0,2013-04-27,1199.0,1339.0,,,incar-rebate,1179.0,1339.0,120.0,2013-04-27,Photography,SLR Lenses,Canon 2526A004
Apr 15 2013 09:41:29,'082966214202,'2578A002,'CA702004LEF-USA,"""Canon EF 70-200mm f/4L USM Lens""",599.0,709.99,incar-rebate,80.0,2013-04-27,649.0,709.99,,,incar-rebate,599.0,709.99,80.0,2013-04-27,Photography,SLR Lenses,Canon 2578A002
Apr 15 2013 09:42:20,'013803079425,'2045B002,'CA1428LEF2-USA,"""Canon Super Wide Angle EF 14mm f/2.8L II USM Autofocus Lens""",1989.0,2359.0,incar-rebate,200.0,2013-04-27,1989.0,2359.0,,,incar-rebate,1989.0,2359.0,200.0,2013-04-27,Photography,SLR Lenses,Canon 2045B002
Apr 15 2013 09:42:38,'082966213381,'2530A004,'CA3004LISEF-USA,"""Canon Telephoto EF 300mm f/4.0L IS Image Stabilizer USM Autofocus Lens""",1299.0,1449.0,incar-rebate,100.0,2013-04-27,1339.0,1449.0,,,incar-rebate,1299.0,1449.0,100.0,2013-04-27,Photography,SLR Lenses,Canon 2530A004
Apr 15 2013 09:44:10,'082966212888,'2509A003,'CA2028EF-USA,"""Canon Super Wide Angle EF 20mm f/2.8 USM Autofocus Lens""",469.0,539.0,incar-rebate,50.0,2013-04-27,489.0,539.0,,,incar-rebate,469.0,539.0,50.0,2013-04-27,Photography,SLR Lenses,Canon 2509A003
